combination_number,expert_1_order,expert_2_order,metrics
1643,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy29', 'entropy14', 'entropy30', 'entropy28']","{'accuracy': 0.6723163723945618, 'precision': 0.6785714030265808, 'recall': np.float64(0.6477272727272727), 'specificity': 0.6966292262077332, 'f1': 0.6627907156944275, 'auroc': 0.7323799729347229}"
1644,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy29', 'entropy14', 'entropy28', 'entropy30']","{'accuracy': 0.7288135886192322, 'precision': 0.7222222089767456, 'recall': np.float64(0.7386363636363636), 'specificity': 0.7191011309623718, 'f1': 0.7303370833396912, 'auroc': 0.7545965313911438}"
1645,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy28', 'entropy30', 'entropy29', 'entropy14']","{'accuracy': 0.6610169410705566, 'precision': 0.6555555462837219, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6516854166984558, 'f1': 0.6629213690757751, 'auroc': 0.7031409740447998}"
1646,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy28', 'entropy30', 'entropy14', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.6781609058380127, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6853932738304138, 'f1': 0.6742857098579407, 'auroc': 0.7373595833778381}"
1647,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy28', 'entropy29', 'entropy30', 'entropy14']","{'accuracy': 0.6666666865348816, 'precision': 0.6666666865348816, 'recall': np.float64(0.6590909090909091), 'specificity': 0.6741573214530945, 'f1': 0.6628571152687073, 'auroc': 0.7111848592758179}"
1648,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy28', 'entropy29', 'entropy14', 'entropy30']","{'accuracy': 0.6892655491828918, 'precision': 0.7142857313156128, 'recall': np.float64(0.625), 'specificity': 0.7528089880943298, 'f1': 0.6666666865348816, 'auroc': 0.7326353788375854}"
1649,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy28', 'entropy14', 'entropy30', 'entropy29']","{'accuracy': 0.6553672552108765, 'precision': 0.6391752362251282, 'recall': np.float64(0.7045454545454546), 'specificity': 0.6067415475845337, 'f1': 0.6702702641487122, 'auroc': 0.7378702163696289}"
1650,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy28', 'entropy14', 'entropy29', 'entropy30']","{'accuracy': 0.6892655491828918, 'precision': 0.6774193644523621, 'recall': np.float64(0.7159090909090909), 'specificity': 0.6629213690757751, 'f1': 0.6961326003074646, 'auroc': 0.7469356656074524}"
1651,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy14', 'entropy30', 'entropy29', 'entropy28']","{'accuracy': 0.6610169410705566, 'precision': 0.6627907156944275, 'recall': np.float64(0.6477272727272727), 'specificity': 0.6741573214530945, 'f1': 0.6551724076271057, 'auroc': 0.7081205248832703}"
1652,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy14', 'entropy30', 'entropy28', 'entropy29']","{'accuracy': 0.694915235042572, 'precision': 0.707317054271698, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7303370833396912, 'f1': 0.6823529601097107, 'auroc': 0.7621297240257263}"
1653,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy14', 'entropy29', 'entropy30', 'entropy28']","{'accuracy': 0.6327683329582214, 'precision': 0.6292135119438171, 'recall': np.float64(0.6363636363636364), 'specificity': 0.6292135119438171, 'f1': 0.6327683329582214, 'auroc': 0.711057186126709}"
1654,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy14', 'entropy29', 'entropy28', 'entropy30']","{'accuracy': 0.6610169410705566, 'precision': 0.6458333134651184, 'recall': np.float64(0.7045454545454546), 'specificity': 0.617977499961853, 'f1': 0.6739130616188049, 'auroc': 0.7262512445449829}"
1655,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy14', 'entropy28', 'entropy30', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.7088607549667358, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7415730357170105, 'f1': 0.6706587076187134, 'auroc': 0.7303370833396912}"
1656,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy13', 'entropy14', 'entropy28', 'entropy29', 'entropy30']","{'accuracy': 0.6666666865348816, 'precision': 0.6933333277702332, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7415730357170105, 'f1': 0.6380367875099182, 'auroc': 0.6991828680038452}"
1657,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy14', 'entropy30', 'entropy29', 'entropy28', 'entropy13']","{'accuracy': 0.6384180784225464, 'precision': 0.662162184715271, 'recall': np.float64(0.5568181818181818), 'specificity': 0.7191011309623718, 'f1': 0.604938268661499, 'auroc': 0.6824566125869751}"
1658,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy14', 'entropy30', 'entropy29', 'entropy13', 'entropy28']","{'accuracy': 0.6440678238868713, 'precision': 0.6582278609275818, 'recall': np.float64(0.5909090909090909), 'specificity': 0.6966292262077332, 'f1': 0.6227545142173767, 'auroc': 0.7027579545974731}"
1659,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy14', 'entropy30', 'entropy28', 'entropy29', 'entropy13']","{'accuracy': 0.6666666865348816, 'precision': 0.6933333277702332, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7415730357170105, 'f1': 0.6380367875099182, 'auroc': 0.6936926245689392}"
1660,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy14', 'entropy30', 'entropy28', 'entropy13', 'entropy29']","{'accuracy': 0.6440678238868713, 'precision': 0.6373626589775085, 'recall': np.float64(0.6590909090909091), 'specificity': 0.6292135119438171, 'f1': 0.6480447053909302, 'auroc': 0.699438214302063}"
1661,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy14', 'entropy30', 'entropy13', 'entropy29', 'entropy28']","{'accuracy': 0.6666666865348816, 'precision': 0.6790123581886292, 'recall': np.float64(0.625), 'specificity': 0.7078651785850525, 'f1': 0.6508875489234924, 'auroc': 0.7288049459457397}"
1662,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy14', 'entropy30', 'entropy13', 'entropy28', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.7200000286102295, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7640449404716492, 'f1': 0.6625766754150391, 'auroc': 0.7406792640686035}"
1663,"['manu_37', '40', '13', '28', '29', 'Sum', '14']","['entropy14', 'entropy29', 'entropy30', 'entropy28', 'entropy13']","{'accuracy': 0.6440678238868713, 'precision': 0.654321014881134, 'recall': np.float64(0.6022727272727273), 'specificity': 0.6853932738304138, 'f1': 0.6272189617156982, 'auroc': 0.6934371590614319}"
